ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,interest
230848,Zbtb40,zinc finger and BTB domain containing 40,-1.451544453,3.974787956,-5.086450962,0.000110787,0.001683533,
68366,Tmem129,transmembrane protein 129,-1.488689995,3.505908651,-5.085670284,0.000110941,0.001684265,
14815,Nr3c1,"nuclear receptor subfamily 3, group C, member 1",-1.159566307,6.71743058,-5.083088383,0.00011142,0.001689907,
14200,Fhl2,four and a half LIM domains 2,2.728760017,4.062201968,5.077640783,0.000114099,0.001728873,
66260,Tmem54,transmembrane protein 54,-1.958765489,0.812354296,-5.066560098,0.000114893,0.001739239,
26568,Slc27a3,"solute carrier family 27 (fatty acid transporter), member 3",-2.174670343,3.561262128,-5.068047717,0.000115437,0.001745711,
19060,Ppp5c,"protein phosphatase 5, catalytic subunit",-1.113649739,5.4424361,-5.062147403,0.000115541,0.001745711,
30878,Apln,apelin,-1.237999508,3.145637417,-5.06158267,0.000115656,0.00174578,
16419,Itgb5,integrin beta 5,-1.080435305,6.229161828,-5.059992429,0.000115974,0.001748908,
236792,Mmgt1,membrane magnesium transporter 1,-1.04125175,5.894026225,-5.054405765,0.000117105,0.001763067,
20310,Cxcl2,chemokine (C-X-C motif) ligand 2,-2.321008889,6.215605911,-5.643026505,0.00011723,0.001763067,
269344,Ell3,elongation factor RNA polymerase II-like 3,2.108927332,1.984941014,5.055569823,0.000117267,0.001763067,
215257,Il1f9,"interleukin 1 family, member 9",-2.607943733,-3.202487362,-5.059767513,0.000117369,0.001763067,
53945,Slc40a1,"solute carrier family 40 (iron-regulated transporter), member 1",-1.884764178,1.434547379,-5.053491673,0.000117471,0.001763067,
68738,Acss1,acyl-CoA synthetase short-chain family member 1,-1.342275429,3.466674483,-5.112356117,0.000117779,0.001766009,
244668,Sipa1l2,signal-induced proliferation-associated 1 like 2,1.2714478,4.364481837,5.050226477,0.000117961,0.001767068,
12974,Cs,citrate synthase,-1.128135144,7.824268337,-5.045955879,0.000118837,0.001778506,
17388,Mmp15,matrix metallopeptidase 15,1.525363438,5.435491939,5.15422801,0.000119245,0.001781529,
21859,Timp3,tissue inhibitor of metalloproteinase 3,-1.717051692,7.049175512,-5.148459211,0.000119265,0.001781529,
16518,Kcnj2,"potassium inwardly-rectifying channel, subfamily J, member 2",-3.355103491,2.455343621,-5.062687043,0.000119424,0.001782227,
232441,Rerg,"RAS-like, estrogen-regulated, growth-inhibitor",3.393876888,0.6908455,5.060404616,0.000120074,0.001788915,
70152,Mettl7a1,methyltransferase like 7A1,-2.373121657,3.820390437,-5.253192033,0.000120099,0.001788915,
11687,Alox15,arachidonate 15-lipoxygenase,4.403584577,-0.201816661,5.079751499,0.0001212,0.001803622,
231858,Radil,Ras association and DIL domains,-1.922638293,0.890352926,-5.141649622,0.000121994,0.001813731,
66869,Zfp869,zinc finger protein 869,-1.566237676,4.206748914,-5.026775587,0.000122906,0.001825573,
100169,Phactr4,phosphatase and actin regulator 4,1.171533992,5.745508063,5.024294427,0.000123401,0.001831204,
108682,Gpt2,glutamic pyruvate transaminase (alanine aminotransferase) 2,-1.357981418,6.084489844,-5.114139135,0.000123825,0.001835772,
12990,Csn1s1,casein alpha s1,-2.129883772,11.30091092,-5.531540604,0.000124305,0.00184116,
241627,Wdr76,WD repeat domain 76,-1.728400438,1.943946254,-5.017807659,0.000124899,0.001848218,
68159,Stx19,syntaxin 19,-1.257059403,0.737173714,-5.010643022,0.000126373,0.001865632,
20442,St3gal1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",-1.814391441,7.09681728,-5.477066773,0.000126421,0.001865632,
15200,Hbegf,heparin-binding EGF-like growth factor,1.840557133,7.129812134,5.473051917,0.00012643,0.001865632,
58804,Cdc42ep5,CDC42 effector protein (Rho GTPase binding) 5,1.745941275,2.650565132,5.009623317,0.000126702,0.001867907,
98711,Rdh10,retinol dehydrogenase 10 (all-trans),1.766298477,5.074958094,5.018060265,0.000126879,0.001868773,
13405,Dmd,"dystrophin, muscular dystrophy",-1.549103687,5.402174771,-5.135618594,0.000127193,0.001871659,
217316,Slc16a5,"solute carrier family 16 (monocarboxylic acid transporters), member 5",-2.202654049,-1.300974819,-5.008277262,0.000127478,0.001874099,
232035,Ccser1,coiled-coil serine rich 1,2.065172935,0.55146465,5.006777077,0.000127611,0.001874316,
211651,Fancd2,"Fanconi anemia, complementation group D2",-1.7767782,1.929457307,-5.001091539,0.000128619,0.001887362,
100038847,Gm10406,predicted gene 10406,-4.434254533,-1.287839214,-5.043658796,0.00012931,0.001895741,
15516,Hsp90ab1,"heat shock protein 90 alpha (cytosolic), class B member 1",1.026849874,10.99517053,4.996610542,0.000129501,0.001896781,
12014,Bach2,"BTB and CNC homology, basic leucine zipper transcription factor 2",3.527786157,3.236522655,5.075862548,0.000129749,0.001898656,
68524,Wipf2,"WAS/WASL interacting protein family, member 2",1.2253596,5.2012175,4.994537691,0.000129972,0.001900161,
242274,Lrrc7,leucine rich repeat containing 7,4.628956205,-4.267354121,5.0450561,0.000130173,0.001901349,
23872,Ets2,"E26 avian leukemia oncogene 2, 3' domain",1.345308997,9.387691206,5.04883889,0.000130318,0.001901698,
20194,S100a10,S100 calcium binding protein A10 (calpactin),1.613292076,7.644709395,5.224310727,0.000133144,0.001940035,
72512,Tmem173,transmembrane protein 173,-1.210705039,5.80924237,-4.980526824,0.00013319,0.001940035,
66220,Zdhhc12,"zinc finger, DHHC domain containing 12",-1.407371749,1.664249321,-4.979031302,0.00013355,0.001942914,
102657,Cd276,CD276 antigen,1.318405505,4.1236813,4.978641709,0.000133634,0.001942914,
60530,Fignl1,fidgetin-like 1,-2.144916586,0.983820998,-4.978758136,0.000134129,0.00194832,
11651,Akt1,thymoma viral proto-oncogene 1,-1.047413279,7.893243582,-4.969318543,0.000135823,0.001971121,
78076,Lcn8,lipocalin 8,3.945237047,-4.34310225,5.001502658,0.000136196,0.001974717,
58220,Pard6b,par-6 family cell polarity regulator beta,1.806205776,5.525774144,5.386354974,0.000136571,0.001978332,
108015,Chrnb4,"cholinergic receptor, nicotinic, beta polypeptide 4",-3.984856185,-2.154327654,-5.000014831,0.000136793,0.001979745,
75593,Malsu1,mitochondrial assembly of ribosomal large subunit 1,-1.468022673,3.149465079,-4.960517799,0.000137952,0.001994694,
71601,Ceacam20,carcinoembryonic antigen-related cell adhesion molecule 20,-2.762131919,-2.149699802,-4.968851516,0.000138097,0.001994963,
19416,Rasd1,"RAS, dexamethasone-induced 1",-1.955220483,5.910812772,-5.449125424,0.000139173,0.00200866,
100504714,Gm16793,"predicted gene, 16793",-2.473591437,-1.154674532,-4.959379878,0.000139478,0.002011226,
56532,Ripk3,receptor-interacting serine-threonine kinase 3,-1.711700563,2.951444755,-4.950589623,0.000140451,0.002023419,
16068,Il18bp,interleukin 18 binding protein,-1.523650008,2.298062406,-4.948830863,0.000140815,0.002026812,
24131,Ldb3,LIM domain binding 3,-1.360945338,2.1732428,-4.944918788,0.000141758,0.002038533,
16952,Anxa1,annexin A1,1.777040517,8.194786513,5.358644897,0.000142162,0.002042485,
30945,Rnf19a,ring finger protein 19A,1.286277191,6.960280498,4.932954008,0.000144757,0.002077875,
67846,Tmem39a,transmembrane protein 39a,-1.130986474,5.047733574,-4.931738136,0.000145062,0.00208036,
14211,Smc2,structural maintenance of chromosomes 2,-1.367832393,4.547000943,-4.929176182,0.000145725,0.002087299,
76987,Hdhd2,haloacid dehalogenase-like hydrolase domain containing 2,-1.257622607,3.731599641,-4.92881672,0.00014581,0.002087299,
17261,Mef2d,myocyte enhancer factor 2D,1.246427072,6.087516867,4.927843883,0.000146058,0.002088965,
29813,Zfp385a,zinc finger protein 385A,-2.342657671,3.232538992,-4.925659047,0.00014763,0.002109538,
384783,Irs2,insulin receptor substrate 2,-1.270161134,7.615246081,-4.936421495,0.000148083,0.0021141,
213696,Duoxa1,dual oxidase maturation factor 1,-1.330228041,2.862263562,-4.951825483,0.000148849,0.002123108,
94249,Slc24a3,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3",-1.359602161,3.73728465,-4.914581489,0.000149505,0.002128814,
21899,Tlr6,toll-like receptor 6,-1.790519225,0.551926056,-4.915117091,0.000149518,0.002128814,
66536,Nipsnap3b,nipsnap homolog 3B,-1.07181538,4.455563926,-4.909062017,0.000150951,0.002147277,
18602,Padi4,"peptidyl arginine deiminase, type IV",-2.800017039,-1.035169862,-4.918094463,0.000151143,0.002148078,
107476,Acaca,acetyl-Coenzyme A carboxylase alpha,-1.496939118,7.405731657,-5.102219572,0.000151305,0.002148454,
66111,Tmed3,transmembrane p24 trafficking protein 3,-1.742557299,6.411963446,-5.303023622,0.000154179,0.002187297,
12124,Bik,BCL2-interacting killer,1.815083133,1.162576044,4.896003698,0.000154646,0.002191953,
215474,Sec22c,"SEC22 homolog C, vesicle trafficking protein",-1.656520818,3.185243005,-4.892197097,0.00015558,0.002202146,
665825,Gm7809,predicted gene 7809,1.520358103,5.904674927,4.905715398,0.000155644,0.002202146,
74092,Tbc1d22bos,"TBC1 domain family, member 22B, opposite strand",-4.628612418,-3.421758937,-4.942108943,0.000156132,0.002207075,
11931,Atp1b1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",1.204195634,5.125423068,4.889201331,0.000156315,0.002207693,
14066,F3,coagulation factor III,2.868544487,6.44384313,5.438896345,0.000158497,0.002236505,
545007,Gm5796,predicted gene 5796,-4.671407053,-2.554047511,-4.934028329,0.000158711,0.002237531,
68083,Pak1ip1,PAK1 interacting protein 1,1.126758794,5.595564672,4.878385211,0.000159318,0.002242275,
226442,Zfp281,zinc finger protein 281,1.174390121,5.630770237,4.878339443,0.000159331,0.002242275,
74198,Dtx2,"deltex 2, E3 ubiquitin ligase",1.555791397,3.661742941,4.872900115,0.000160914,0.002262534,
74277,Chic2,cysteine-rich hydrophobic domain 2,1.215143809,4.516018305,4.871811037,0.000161175,0.002264184,
78787,Usp54,ubiquitin specific peptidase 54,1.903540231,5.018432165,5.067159623,0.000162571,0.002281775,
214663,Slc25a29,"solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29",-2.082812183,2.392361878,-4.910644332,0.000162931,0.002284734,
22629,Ywhah,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",1.430201343,4.662691584,4.865235709,0.000163071,0.002284734,
54723,Tfip11,tuftelin interacting protein 11,1.11407932,5.325406613,4.860437975,0.000164436,0.002301393,
68033,Cox19,cytochrome c oxidase assembly protein 19,-1.27066593,3.553437226,-4.859565707,0.000164693,0.002301393,
56312,Nupr1,nuclear protein transcription regulator 1,-1.282103802,3.894225911,-4.859552903,0.000164697,0.002301393,
320586,A630089N07Rik,RIKEN cDNA A630089N07 gene,-2.470792931,0.028543857,-4.861351373,0.000165738,0.002313761,
78733,Troap,trophinin associated protein,-2.147081701,0.911905324,-4.857878568,0.000165875,0.002313761,
66929,Asf1b,anti-silencing function 1B histone chaperone,-2.160153361,1.20010777,-4.863796325,0.00016626,0.00231709,
100039781,Hrct1,histidine rich carboxyl terminus 1,2.298329665,1.912588323,4.856977072,0.000166499,0.002318369,
76257,Slc38a3,"solute carrier family 38, member 3",-2.000509716,2.596738865,-5.217388526,0.000166775,0.002320175,
408028,Arhgap20os,"Rho GTPase activating protein 20, opposite strand",-4.061987546,-1.828254252,-4.888793809,0.000167123,0.002322314,
71538,Fbxo9,f-box protein 9,-1.146050036,4.750384391,-4.850907438,0.000167223,0.002322314,
23947,Mid2,midline 2,1.333979317,5.799090516,4.84985106,0.000167543,0.002322837,
52398,11-Sep,septin 11,1.456529398,6.599541091,5.035425747,0.000167555,0.002322837,
213171,Prss27,"protease, serine 27",4.484600589,-3.572068198,4.89568835,0.000168395,0.00233132,
227394,Slco4c1,"solute carrier organic anion transporter family, member 4C1",-2.710055619,-2.663158182,-4.855286889,0.000168462,0.00233132,
14620,Gjb3,"gap junction protein, beta 3",5.685813762,3.525280508,5.092589698,0.000169037,0.002337229,
66085,Eif3f,"eukaryotic translation initiation factor 3, subunit F",1.088546875,7.50047613,4.838031133,0.000171066,0.002362004,
16828,Ldha,lactate dehydrogenase A,-1.114383738,8.969471048,-4.837830537,0.000171127,0.002362004,
107527,Il1rl2,interleukin 1 receptor-like 2,-2.271954692,1.871425235,-4.883247744,0.0001713,0.002362323,
26365,Ceacam1,carcinoembryonic antigen-related cell adhesion molecule 1,1.674488465,6.343101956,5.18526026,0.000172684,0.002379334,
68229,AI846148,expressed sequence AI846148,1.26271761,5.504179921,4.830968355,0.000173218,0.002384616,
108176,Npm3-ps1,"nucleoplasmin 3, pseudogene 1",1.2630492,4.880545992,4.830119049,0.000173478,0.002385224,
19281,Ptprt,"protein tyrosine phosphatase, receptor type, T",-4.019901784,0.532080191,-4.866448133,0.000173564,0.002385224,
77407,Rab35,"RAB35, member RAS oncogene family",1.10990113,5.942167186,4.827341539,0.000174328,0.002393635,
11429,Aco2,"aconitase 2, mitochondrial",-0.99655188,7.292827376,-4.823429157,0.000175537,0.002408145,
14456,Gas6,growth arrest specific 6,2.380516374,7.335958578,5.163390173,0.000176375,0.002417543,
68385,Tlcd1,TLC domain containing 1,-1.366978553,3.028475577,-4.819993997,0.00017662,0.002417555,
240263,Fem1c,fem-1 homolog c (C.elegans),1.260767774,5.237538654,4.819767258,0.000176682,0.002417555,
75985,Rab30,"RAB30, member RAS oncogene family",-1.099250495,3.723352448,-4.816828756,0.000177598,0.00242799,
246154,Vasn,vasorin,1.575592442,7.043978683,5.026367581,0.000178198,0.002434086,
233802,Thumpd1,THUMP domain containing 1,1.286304546,4.984535447,4.813598544,0.000178621,0.002437765,
236848,Tmem185a,transmembrane protein 185A,-1.164440867,3.853754063,-4.80635737,0.00018092,0.002467004,
385668,Lca5l,Leber congenital amaurosis 5-like,-3.510596646,-1.331398408,-4.829307644,0.00018134,0.002470608,
53618,Fut8,fucosyltransferase 8,-1.351458689,4.685403393,-4.803576543,0.000181824,0.002475056,
320534,Tmem104,transmembrane protein 104,-1.379603654,2.974566504,-4.800111263,0.000182946,0.002488195,
100503578,NA,NA,1.749079714,3.573708812,4.798675969,0.000183573,0.00249457,
218138,Gmds,"GDP-mannose 4, 6-dehydratase",-1.128678797,4.329523839,-4.796093586,0.000184237,0.002499923,
329851,Gm12530,predicted gene 12530,-1.829828585,-0.157993318,-4.796738865,0.000184283,0.002499923,
20517,Slc22a1,"solute carrier family 22 (organic cation transporter), member 1",-4.250547001,-2.663239892,-4.837272394,0.000184812,0.002504954,
21338,Tacr3,tachykinin receptor 3,3.232390096,-0.975038595,4.804442111,0.000187489,0.002539055,
66357,Ostc,oligosaccharyltransferase complex subunit (non-catalytic),-1.124598952,5.190387186,-4.785226993,0.000187819,0.002541348,
12042,Bcl10,B cell leukemia/lymphoma 10,1.189440774,6.70715695,4.783579776,0.00018837,0.002546618,
59038,Pxmp4,peroxisomal membrane protein 4,-1.337111533,3.943308861,-4.801450797,0.000189597,0.002561017,
667792,Gm8815,predicted gene 8815,-1.722631887,0.785224403,-4.776596215,0.000190879,0.002576133,
223970,Rmi2,RecQ mediated genome instability 2,-3.476669973,-0.853969498,-4.831440461,0.000191558,0.002583097,
668108,Gm8979,very large inducible GTPase 1 pseudogene,-3.945360002,-1.644823314,-4.806576382,0.000192474,0.002593227,
215001,Wfikkn1,"WAP, FS, Ig, KU, and NTR-containing protein 1",3.078990876,0.126414668,4.785764001,0.000192766,0.002594955,
74253,Klrg2,"killer cell lectin-like receptor subfamily G, member 2",1.989210417,1.270352,4.767816688,0.000194222,0.002612329,
99010,Lpcat4,lysophosphatidylcholine acyltransferase 4,1.406040279,3.904765791,4.76342682,0.000195247,0.00262388,
230405,Ifne,interferon epsilon,-2.407753268,-2.470934571,-4.757996057,0.000198833,0.002669798,
20321,Frrs1,ferric-chelate reductase 1,-1.074255047,4.091957135,-4.750435481,0.000199783,0.002680279,
26419,Mapk8,mitogen-activated protein kinase 8,1.113890669,5.745434902,4.748317407,0.000200537,0.002685654,
16669,Krt19,keratin 19,1.235203438,8.741891841,4.748047702,0.000200636,0.002685654,
52588,Tspan14,tetraspanin 14,-1.018381097,6.125554128,-4.747876556,0.000200693,0.002685654,
99167,Ssx2ip,"synovial sarcoma, X 2 interacting protein",-1.069974969,4.494016356,-4.739898136,0.000203561,0.002721557,
76281,Tax1bp3,Tax1 (human T cell leukemia virus type I) binding protein 3,1.08731413,5.720917458,4.739457526,0.000203721,0.002721557,
20650,Sntb2,"syntrophin, basic 2",1.493974267,6.287661544,4.78930248,0.00020481,0.002733793,
13007,Csrp1,cysteine and glycine-rich protein 1,1.455452915,9.367626358,4.910418632,0.000206554,0.002754747,
233826,Palb2,partner and localizer of BRCA2,-2.468200467,0.440076447,-4.730431227,0.000209104,0.002786405,
70808,4632415L05Rik,RRS1 ribosome biogenesis regulator homolog pseudogene,-1.38654004,2.51384993,-4.717162611,0.000211989,0.002821569,
52552,Parp8,"poly (ADP-ribose) polymerase family, member 8",1.453718466,4.47420191,4.716908893,0.0002121,0.002821569,
214685,Chadl,chondroadherin-like,5.279570392,4.437416066,5.259036348,0.000213028,0.002831533,
76448,Ppp1r18,"protein phosphatase 1, regulatory subunit 18",1.374663204,6.961100711,4.712201833,0.000213869,0.002840321,
102545,Cmtm7,CKLF-like MARVEL transmembrane domain containing 7,-1.35347378,3.327520653,-4.710579662,0.000214485,0.002844384,
20540,Slc7a7,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 7",-1.706084597,3.602775647,-4.823057353,0.000214535,0.002844384,
29820,Tnfrsf19,"tumor necrosis factor receptor superfamily, member 19",2.676615969,1.396407728,4.897614079,0.000215012,0.002848319,
77855,D730045A05Rik,RIKEN cDNA D730045A05 gene,-2.581379131,-2.976360014,-4.70218844,0.000220497,0.002918542,
12336,Capns1,"calpain, small subunit 1",1.072059614,8.448163327,4.692293533,0.000221579,0.002930405,
71939,Apol6,apolipoprotein L 6,-1.542240194,1.65035475,-4.726381686,0.000222545,0.002938643,
26395,Map2k1,mitogen-activated protein kinase kinase 1,-1.094544475,5.915288622,-4.689784308,0.000222574,0.002938643,
100504539,Gm20275,"predicted gene, 20275",2.724271744,-0.882412338,4.698375939,0.000222841,0.002939713,
56405,Dusp14,dual specificity phosphatase 14,1.665386082,5.313579292,4.86593355,0.000224899,0.002964385,
11553,Adra2c,"adrenergic receptor, alpha 2c",-4.623626226,-2.107778312,-4.736320364,0.000225565,0.002970695,
100041958,Gm3591,predicted gene 3591,-4.749763999,-2.038876297,-4.739221,0.000225784,0.002971094,
22145,Tuba4a,"tubulin, alpha 4A",-1.15215684,7.687056836,-4.678576793,0.000227074,0.00298559,
14245,Lpin1,lipin 1,-1.583426889,6.573055739,-4.954375367,0.000227484,0.002986328,
66102,Cxcl16,chemokine (C-X-C motif) ligand 16,1.517406626,6.38859258,4.858492125,0.000227508,0.002986328,
67217,L3hypdh,L-3-hydroxyproline dehydratase (trans-),1.787255795,3.163643532,4.676967943,0.000228009,0.002990415,
268697,Ccnb1,cyclin B1,-2.003105107,1.900677936,-4.692419306,0.000229961,0.003013521,
282619,Sbsn,suprabasin,1.339801466,3.084410777,4.670879944,0.000230232,0.003014577,
22042,Tfrc,transferrin receptor,-1.414114695,7.484895148,-4.837398061,0.000230429,0.003014653,
72284,Oraov1,oral cancer overexpressed 1,-1.239412002,3.224171263,-4.669013657,0.000230992,0.003017722,
19273,Ptpru,"protein tyrosine phosphatase, receptor type, U",2.725224641,3.173996288,4.678217739,0.000231046,0.003017722,
108899,2700081O15Rik,RIKEN cDNA 2700081O15 gene,1.260194452,5.299815323,4.665427476,0.000232479,0.003033937,
